"Statistic Label","Year","Hazardousness","Waste Category","Waste Management Operation","UNIT","VALUE"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Discarded vehicles[W081]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","All Waste treatment[TRT]","Tonnes","14"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","14"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Recovery - recycling[RCV_R]","Tonnes","14"
"Waste treated","2010","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal and mixed food waste[W091]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Vegetal wastes[W092]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Household and similar wastes[W101]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","All Waste treatment[TRT]","Tonnes","19"
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","19"
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Recovery - recycling[RCV_R]","Tonnes","19"
"Waste treated","2010","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","All Waste treatment[TRT]","Tonnes","5"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","5"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","Recovery - recycling[RCV_R]","Tonnes","5"
"Waste treated","2010","Hazardous[HAZ]","Sorting residues[W103]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges[W11]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Common sludges and dredging spoils (W11+W127, valid up to 2008) [W11_127]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","All Waste treatment[TRT]","Tonnes","17057"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","17057"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","17057"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Combustion wastes[W124]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","All Waste treatment[TRT]","Tonnes","64446"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","64446"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","Recovery - recycling[RCV_R]","Tonnes","26039"
"Waste treated","2010","Hazardous[HAZ]","Soils[W126]","Recovery - backfilling[RCV_B]","Tonnes","38407"
"Waste treated","2010","Hazardous[HAZ]","Dredging spoils[W127]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Dredging spoils[W127]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Dredging spoils[W127]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Dredging spoils[W127]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2010","Hazardous[HAZ]","Dredging spoils[W127]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
