"Statistic Label","Year","NACE Rev. 2 Activity","Hazardousness","Waste Category","UNIT","VALUE"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Health care and biological wastes[W05]","Tonnes","14"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, ferrous[W061]","Tonnes","14202"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, non-ferrous[W062]","Tonnes","3234"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes","26436"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Glass wastes[W071]","Tonnes","81"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Paper and cardboard wastes[W072]","Tonnes","6556"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Rubber wastes[W073]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Plastic wastes[W074]","Tonnes","2562"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Wood wastes[W075]","Tonnes","6708"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Textile wastes[W076]","Tonnes","1"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Equipment (subtotal, W077+W08A+W081+W0841)[W077_08]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste containing PCB[W077]","Tonnes","1"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Tonnes","1790"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Discarded vehicles[W081]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Batteries and accumulators wastes[W0841]","Tonnes","1935"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste[W091]","Tonnes","4354"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Vegetal wastes[W092]","Tonnes","120"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal faeces, urine and manure[W093]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Household and similar wastes[W101]","Tonnes","13118"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mixed and undifferentiated materials[W102]","Tonnes","9577"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Sorting residues[W103]","Tonnes","56"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Common sludges[W11]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral and solidified wastes (subtotal)[W12-13]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral waste from construction and demolition[W121]","Tonnes","162"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Tonnes","299"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Combustion wastes[W124]","Tonnes","15"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Soils[W126]","Tonnes","4000"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Dredging spoils[W127]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral wastes from waste treatment and stabilised wastes[W128_13]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Metallic wastes (W061+W062+W063)[W06]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Mineral wastes (except combustion wastes, contaminated soils and polluted dredging spoils) (W121+122+W123+W125+W126, valid up to 2008)[W12A]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Solidified, stabilised or vitrified wastes (valid up to 2008)[W13]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous and non-hazardous - Total[HAZ_NHAZ]","Waste excluding major mineral wastes[TOT_X_MIN]","Tonnes","137048"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Total waste","Tonnes","46275"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Primary waste (TOTAL minus SEC)[PRIM]","Tonnes","46275"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Secondary waste (W033+W103+W128_13)[SEC]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Chemical and medical wastes (subtotal)[W01-05]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Spent solvents[W011]","Tonnes","18818"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Acid, alkaline or saline wastes[W012]","Tonnes","8296"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Used oils[W013]","Tonnes","385"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Chemical wastes[W02A]","Tonnes","15963"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Industrial effluent sludges[W032]","Tonnes","72"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Health care and biological wastes[W05]","Tonnes","12"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Metal wastes, ferrous[W061]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Metal wastes, non-ferrous[W062]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Glass wastes[W071]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Paper and cardboard wastes[W072]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Rubber wastes[W073]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Plastic wastes[W074]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Wood wastes[W075]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Textile wastes[W076]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Equipment (subtotal, W077+W08A+W081+W0841)[W077_08]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Waste containing PCB[W077]","Tonnes","1"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Tonnes","425"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Discarded vehicles[W081]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Batteries and accumulators wastes[W0841]","Tonnes","1932"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Animal and mixed food waste[W091]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Vegetal wastes[W092]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Animal faeces, urine and manure[W093]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Household and similar wastes[W101]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Mixed and undifferentiated materials[W102]","Tonnes","20"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Sorting residues[W103]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Common sludges[W11]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Mineral and solidified wastes (subtotal)[W12-13]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Mineral waste from construction and demolition[W121]","Tonnes","50"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Tonnes","298"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Combustion wastes[W124]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Soils[W126]","Tonnes","3"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Dredging spoils[W127]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Mineral wastes from waste treatment and stabilised wastes[W128_13]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Metallic wastes (W061+W062+W063)[W06]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Mineral wastes (except combustion wastes, contaminated soils and polluted dredging spoils) (W121+122+W123+W125+W126, valid up to 2008)[W12A]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Solidified, stabilised or vitrified wastes (valid up to 2008)[W13]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Hazardous[HAZ]","Waste excluding major mineral wastes[TOT_X_MIN]","Tonnes","45924"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Total waste","Tonnes","95234"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Primary waste (TOTAL minus SEC)[PRIM]","Tonnes","95178"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Secondary waste (W033+W103+W128_13)[SEC]","Tonnes","56"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Chemical and medical wastes (subtotal)[W01-05]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Spent solvents[W011]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Used oils[W013]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Tonnes","1031"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Tonnes","1723"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Tonnes","2"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Tonnes","14202"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Tonnes","3234"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Tonnes","26436"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Glass wastes[W071]","Tonnes","81"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Tonnes","6556"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Rubber wastes[W073]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Plastic wastes[W074]","Tonnes","2562"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Wood wastes[W075]","Tonnes","6708"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Textile wastes[W076]","Tonnes","1"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Equipment (subtotal, W077+W08A+W081+W0841)[W077_08]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Waste containing PCB[W077]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","Tonnes","1365"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Discarded vehicles[W081]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Batteries and accumulators wastes[W0841]","Tonnes","3"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Animal and mixed food waste[W091]","Tonnes","4354"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Vegetal wastes[W092]","Tonnes","120"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Animal faeces, urine and manure[W093]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Mixed ordinary wastes (subtotal, W101+W102+W103)[W10]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Household and similar wastes[W101]","Tonnes","13118"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Mixed and undifferentiated materials[W102]","Tonnes","9557"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Sorting residues[W103]","Tonnes","56"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Common sludges[W11]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Mineral and solidified wastes (subtotal)[W12-13]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Mineral waste from construction and demolition[W121]","Tonnes","112"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Other mineral wastes (W122+W123+W125)[W12B]","Tonnes","1"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Combustion wastes[W124]","Tonnes","15"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Soils[W126]","Tonnes","3997"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Dredging spoils[W127]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Mineral wastes from waste treatment and stabilised wastes[W128_13]","Tonnes","0"
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Metallic wastes (W061+W062+W063)[W06]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Animal and mixed food waste; vegetal wastes (W091+W092)[W091_092]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Mineral waste (except non-hazardous dredging spoils, valid up to 2008)[W12_X_127NH]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Mineral wastes (except combustion wastes, contaminated soils and polluted dredging spoils) (W121+122+W123+W125+W126, valid up to 2008)[W12A]","Tonnes",""
"Waste generated","2018","Manufacture of computer, electronic and optical products, electrical equipment, motor vehicles and other transport equipment (C26-C30)","Non-hazardous[NHAZ]","Soils and dredging spoils (W126+W127, valid up to 2008)[W126_127]","Tonnes",""
